"Statistic Label","Year","Percentile","Age Group","UNIT","VALUE"
"Weekly Earnings","2014","15th percentile","30 - 39 years","€","303.98"
"Weekly Earnings","2014","15th percentile","40 - 49 years","€","280.79"
"Weekly Earnings","2014","15th percentile","50 - 59 years","€","238.62"
"Weekly Earnings","2014","15th percentile","60 years and over","€","166"
"Weekly Earnings","2014","20th percentile","15 - 24 years","€","143.31"
"Weekly Earnings","2014","20th percentile","15 years and over","€","269.6"
"Weekly Earnings","2014","20th percentile","25 - 29 years","€","297.27"
"Weekly Earnings","2014","20th percentile","30 - 39 years","€","350.37"
"Weekly Earnings","2014","20th percentile","40 - 49 years","€","339.2"
"Weekly Earnings","2014","20th percentile","50 - 59 years","€","299.69"
"Weekly Earnings","2014","20th percentile","60 years and over","€","205.17"
"Weekly Earnings","2014","25th percentile","15 - 24 years","€","162.13"
"Weekly Earnings","2014","25th percentile","15 years and over","€","316.62"
"Weekly Earnings","2014","25th percentile","25 - 29 years","€","329.9"
"Weekly Earnings","2014","25th percentile","30 - 39 years","€","395.58"
"Weekly Earnings","2014","25th percentile","40 - 49 years","€","390.29"
"Weekly Earnings","2014","25th percentile","50 - 59 years","€","348.63"
"Weekly Earnings","2014","25th percentile","60 years and over","€","221.4"
"Weekly Earnings","2014","30th percentile","15 - 24 years","€","181.33"
"Weekly Earnings","2014","30th percentile","15 years and over","€","353.67"
"Weekly Earnings","2014","30th percentile","25 - 29 years","€","354.77"
"Weekly Earnings","2014","30th percentile","30 - 39 years","€","439.46"
"Weekly Earnings","2014","30th percentile","40 - 49 years","€","442.19"
"Weekly Earnings","2014","30th percentile","50 - 59 years","€","400"
"Weekly Earnings","2014","30th percentile","60 years and over","€","262.65"
"Weekly Earnings","2014","35th percentile","15 - 24 years","€","200.88"
"Weekly Earnings","2014","35th percentile","15 years and over","€","395.75"
"Weekly Earnings","2014","35th percentile","25 - 29 years","€","382.63"
"Weekly Earnings","2014","35th percentile","30 - 39 years","€","480.75"
"Weekly Earnings","2014","35th percentile","40 - 49 years","€","493.54"
"Weekly Earnings","2014","35th percentile","50 - 59 years","€","452.87"
"Weekly Earnings","2014","35th percentile","60 years and over","€","305.31"
"Weekly Earnings","2014","40th percentile","15 - 24 years","€","219"
"Weekly Earnings","2014","40th percentile","15 years and over","€","438.46"
"Weekly Earnings","2014","40th percentile","25 - 29 years","€","409.85"
"Weekly Earnings","2014","40th percentile","30 - 39 years","€","522.48"
"Weekly Earnings","2014","40th percentile","40 - 49 years","€","546.15"
"Weekly Earnings","2014","40th percentile","50 - 59 years","€","507.69"
"Weekly Earnings","2014","40th percentile","60 years and over","€","343.77"
"Weekly Earnings","2014","45th percentile","15 - 24 years","€","241.36"
"Weekly Earnings","2014","45th percentile","15 years and over","€","482.24"
"Weekly Earnings","2014","45th percentile","25 - 29 years","€","439.44"
"Weekly Earnings","2014","45th percentile","30 - 39 years","€","565.42"
"Weekly Earnings","2014","45th percentile","40 - 49 years","€","597.69"
"Weekly Earnings","2014","45th percentile","50 - 59 years","€","566.1"
"Weekly Earnings","2014","45th percentile","60 years and over","€","389.37"
"Weekly Earnings","2014","50th percentile","15 - 24 years","€","263.8"
"Weekly Earnings","2014","50th percentile","15 years and over","€","530.22"
"Weekly Earnings","2014","50th percentile","25 - 29 years","€","468.65"
"Weekly Earnings","2014","50th percentile","30 - 39 years","€","607.81"
"Weekly Earnings","2014","50th percentile","40 - 49 years","€","652.85"
"Weekly Earnings","2014","50th percentile","50 - 59 years","€","621.19"
"Weekly Earnings","2014","50th percentile","60 years and over","€","436.14"
"Weekly Earnings","2014","55th percentile","15 - 24 years","€","288.13"
"Weekly Earnings","2014","55th percentile","15 years and over","€","579.87"
"Weekly Earnings","2014","55th percentile","25 - 29 years","€","498.79"
"Weekly Earnings","2014","55th percentile","30 - 39 years","€","655.21"
"Weekly Earnings","2014","55th percentile","40 - 49 years","€","710.06"
"Weekly Earnings","2014","55th percentile","50 - 59 years","€","680.62"
"Weekly Earnings","2014","55th percentile","60 years and over","€","490.89"
"Weekly Earnings","2014","60th percentile","15 - 24 years","€","311.24"
"Weekly Earnings","2014","60th percentile","15 years and over","€","633.87"
"Weekly Earnings","2014","60th percentile","25 - 29 years","€","531.71"
"Weekly Earnings","2014","60th percentile","30 - 39 years","€","706.53"
"Weekly Earnings","2014","60th percentile","40 - 49 years","€","776.92"
"Weekly Earnings","2014","60th percentile","50 - 59 years","€","739.31"
"Weekly Earnings","2014","60th percentile","60 years and over","€","551.54"
"Weekly Earnings","2014","65th percentile","15 - 24 years","€","334.38"
"Weekly Earnings","2014","65th percentile","15 years and over","€","693.08"
"Weekly Earnings","2014","65th percentile","25 - 29 years","€","568.67"
"Weekly Earnings","2014","65th percentile","30 - 39 years","€","765.23"
"Weekly Earnings","2014","65th percentile","40 - 49 years","€","854.52"
"Weekly Earnings","2014","65th percentile","50 - 59 years","€","812.96"
"Weekly Earnings","2014","65th percentile","60 years and over","€","610.13"
"Weekly Earnings","2014","70th percentile","15 - 24 years","€","355.57"
"Weekly Earnings","2014","70th percentile","15 years and over","€","763.29"
"Weekly Earnings","2014","70th percentile","25 - 29 years","€","609.67"
"Weekly Earnings","2014","70th percentile","30 - 39 years","€","829.53"
"Weekly Earnings","2014","70th percentile","40 - 49 years","€","945.52"
"Weekly Earnings","2014","70th percentile","50 - 59 years","€","902.09"
"Weekly Earnings","2014","70th percentile","60 years and over","€","678.56"
"Weekly Earnings","2014","75th percentile","15 - 24 years","€","382.56"
"Weekly Earnings","2014","75th percentile","15 years and over","€","844.44"
"Weekly Earnings","2014","75th percentile","25 - 29 years","€","659.12"
"Weekly Earnings","2014","75th percentile","30 - 39 years","€","903.42"
"Weekly Earnings","2014","75th percentile","40 - 49 years","€","1051.69"
"Weekly Earnings","2014","75th percentile","50 - 59 years","€","1018.42"
"Weekly Earnings","2014","75th percentile","60 years and over","€","746.69"
"Weekly Earnings","2014","80th percentile","15 - 24 years","€","415.87"
"Weekly Earnings","2014","80th percentile","15 years and over","€","947.58"
"Weekly Earnings","2014","80th percentile","25 - 29 years","€","717.9"
"Weekly Earnings","2014","80th percentile","30 - 39 years","€","985.83"
"Weekly Earnings","2014","80th percentile","40 - 49 years","€","1158.04"
"Weekly Earnings","2014","80th percentile","50 - 59 years","€","1140.81"
"Weekly Earnings","2014","80th percentile","60 years and over","€","834.25"
"Weekly Earnings","2014","85th percentile","15 - 24 years","€","456.83"
"Weekly Earnings","2014","85th percentile","15 years and over","€","1075.79"
"Weekly Earnings","2014","85th percentile","25 - 29 years","€","787.37"
"Weekly Earnings","2014","85th percentile","30 - 39 years","€","1079.92"
"Weekly Earnings","2014","85th percentile","40 - 49 years","€","1283.86"
"Weekly Earnings","2014","85th percentile","50 - 59 years","€","1265.27"
"Weekly Earnings","2014","85th percentile","60 years and over","€","969.21"
"Weekly Earnings","2014","90th percentile","15 - 24 years","€","513.58"
"Weekly Earnings","2014","90th percentile","15 years and over","€","1242.25"
"Weekly Earnings","2014","90th percentile","25 - 29 years","€","873"
"Weekly Earnings","2014","90th percentile","30 - 39 years","€","1208.42"
"Weekly Earnings","2014","90th percentile","40 - 49 years","€","1495.94"
"Weekly Earnings","2014","90th percentile","50 - 59 years","€","1441.98"
"Weekly Earnings","2014","90th percentile","60 years and over","€","1172.73"
"Weekly Earnings","2014","95th percentile","15 - 24 years","€","618.33"
"Weekly Earnings","2014","95th percentile","15 years and over","€","1548.98"
"Weekly Earnings","2014","95th percentile","25 - 29 years","€","1031.16"
"Weekly Earnings","2014","95th percentile","30 - 39 years","€","1476.42"
"Weekly Earnings","2014","95th percentile","40 - 49 years","€","1953.08"
"Weekly Earnings","2014","95th percentile","50 - 59 years","€","1819.13"
"Weekly Earnings","2014","95th percentile","60 years and over","€","1523.02"
"Weekly Earnings","2015","5th percentile","15 - 24 years","€","80.44"
"Weekly Earnings","2015","5th percentile","15 years and over","€","127.81"
"Weekly Earnings","2015","5th percentile","25 - 29 years","€","155.81"
"Weekly Earnings","2015","5th percentile","30 - 39 years","€","176.94"
"Weekly Earnings","2015","5th percentile","40 - 49 years","€","163.27"
"Weekly Earnings","2015","5th percentile","50 - 59 years","€","143.88"
"Weekly Earnings","2015","5th percentile","60 years and over","€","91.38"
"Weekly Earnings","2015","10th percentile","15 - 24 years","€","105.57"
"Weekly Earnings","2015","10th percentile","15 years and over","€","184.07"
"Weekly Earnings","2015","10th percentile","25 - 29 years","€","208"
"Weekly Earnings","2015","10th percentile","30 - 39 years","€","240.4"
"Weekly Earnings","2015","10th percentile","40 - 49 years","€","218.42"
"Weekly Earnings","2015","10th percentile","50 - 59 years","€","208"
"Weekly Earnings","2015","10th percentile","60 years and over","€","129.94"
"Weekly Earnings","2015","15th percentile","15 - 24 years","€","127.43"
"Weekly Earnings","2015","15th percentile","15 years and over","€","222"
"Weekly Earnings","2015","15th percentile","25 - 29 years","€","257.87"
"Weekly Earnings","2015","15th percentile","30 - 39 years","€","307.79"
"Weekly Earnings","2015","15th percentile","40 - 49 years","€","289.25"
"Weekly Earnings","2015","15th percentile","50 - 59 years","€","243.79"
"Weekly Earnings","2015","15th percentile","60 years and over","€","170.59"
"Weekly Earnings","2015","20th percentile","15 - 24 years","€","148"
"Weekly Earnings","2015","20th percentile","15 years and over","€","273.27"
"Weekly Earnings","2015","20th percentile","25 - 29 years","€","303.14"
"Weekly Earnings","2015","20th percentile","30 - 39 years","€","354.25"
"Weekly Earnings","2015","20th percentile","40 - 49 years","€","346.58"
"Weekly Earnings","2015","20th percentile","50 - 59 years","€","304.57"
"Weekly Earnings","2015","20th percentile","60 years and over","€","208"
"Weekly Earnings","2015","25th percentile","15 - 24 years","€","166.83"
"Weekly Earnings","2015","25th percentile","15 years and over","€","320.54"
"Weekly Earnings","2015","25th percentile","25 - 29 years","€","335.88"
"Weekly Earnings","2015","25th percentile","30 - 39 years","€","399.88"
"Weekly Earnings","2015","25th percentile","40 - 49 years","€","398.26"
"Weekly Earnings","2015","25th percentile","50 - 59 years","€","352.52"
"Weekly Earnings","2015","25th percentile","60 years and over","€","227.58"
"Weekly Earnings","2015","30th percentile","15 - 24 years","€","186.72"
"Weekly Earnings","2015","30th percentile","15 years and over","€","358.23"
"Weekly Earnings","2015","30th percentile","25 - 29 years","€","362.28"
"Weekly Earnings","2015","30th percentile","30 - 39 years","€","442.98"
"Weekly Earnings","2015","30th percentile","40 - 49 years","€","450.21"
"Weekly Earnings","2015","30th percentile","50 - 59 years","€","405.72"
"Weekly Earnings","2015","30th percentile","60 years and over","€","269.43"
"Weekly Earnings","2015","35th percentile","15 - 24 years","€","205.92"
"Weekly Earnings","2015","35th percentile","15 years and over","€","400"
"Weekly Earnings","2015","35th percentile","25 - 29 years","€","390.92"
"Weekly Earnings","2015","35th percentile","30 - 39 years","€","484.23"
"Weekly Earnings","2015","35th percentile","40 - 49 years","€","500"
"Weekly Earnings","2015","35th percentile","50 - 59 years","€","458.95"
"Weekly Earnings","2015","35th percentile","60 years and over","€","312.4"
"Weekly Earnings","2015","40th percentile","15 - 24 years","€","224.29"
"Weekly Earnings","2015","40th percentile","15 years and over","€","442.85"
"Weekly Earnings","2015","40th percentile","25 - 29 years","€","418.9"
"Weekly Earnings","2015","40th percentile","30 - 39 years","€","525.94"
"Weekly Earnings","2015","40th percentile","40 - 49 years","€","553.13"
"Weekly Earnings","2015","40th percentile","50 - 59 years","€","513.46"
"Weekly Earnings","2015","40th percentile","60 years and over","€","350"
"Weekly Earnings","2015","45th percentile","15 - 24 years","€","246.22"
"Weekly Earnings","2015","45th percentile","15 years and over","€","486.75"
"Weekly Earnings","2015","45th percentile","25 - 29 years","€","448.06"
"Weekly Earnings","2015","45th percentile","30 - 39 years","€","568.04"
